#fragment_ID	time (s)	mean	sd
oaaM_1234	20	0.91900,0.06595,0.01280,0.00217,0.00008	0.20636,0.10252,0.07808,0.02573,0.00319
oaaM_1234	40	0.85770,0.09512,0.03612,0.01000,0.00106	0.23271,0.08091,0.09863,0.04951,0.00950
pyrC_123	0	0.97031,0.02940,0.00019,0.00010	0.00100,0.00100,0.00100,0.00100
pyrC_123	5	0.93243,0.06447,0.00295,0.00015	0.04765,0.04045,0.00720,0.00100
pyrC_123	10	0.83103,0.15295,0.01585,0.00017	0.09670,0.07306,0.02279,0.00172
pyrC_123	20	0.61293,0.31038,0.07179,0.00490	0.10695,0.05761,0.04408,0.00879
pyrC_123	40	0.36322,0.41770,0.19002,0.02905	0.07198,0.02416,0.04187,0.01556
pyrH_123	0	0.97001,0.02978,0.00013,0.00008	0.00100,0.00100,0.00100,0.00100
pyrH_123	5	0.83911,0.15096,0.00977,0.00016	0.04860,0.03854,0.01007,0.00100
pyrH_123	10	0.68399,0.27644,0.03879,0.00079	0.06371,0.03835,0.02349,0.00264
pyrH_123	20	0.47246,0.40459,0.11440,0.00856	0.05809,0.01720,0.03443,0.00941
pyrH_123	40	0.28186,0.44427,0.23471,0.03916	0.03581,0.01000,0.02825,0.01340
pyrM_123	0	0.97091,0.02887,0.00014,0.00008	0.00100,0.00100,0.00100,0.00100
pyrM_123	5	0.93099,0.06588,0.00297,0.00017	0.04728,0.04012,0.00715,0.00100
pyrM_123	10	0.82636,0.15778,0.01559,0.00027	0.09649,0.07292,0.02272,0.00172
pyrM_123	20	0.62223,0.30168,0.07127,0.00483	0.10684,0.05755,0.04403,0.00878
pyrM_123	40	0.39041,0.40177,0.18006,0.02776	0.07194,0.02416,0.04184,0.01554
serLC_123	0	0.97080,0.02898,0.00013,0.00008	0.00100,0.00100,0.00100,0.00100
serLC_123	5	0.97042,0.02937,0.00013,0.00009	0.00100,0.00100,0.00100,0.00100
serLC_123	10	0.97039,0.02935,0.00015,0.00011	0.00100,0.00100,0.00100,0.00100
serLC_123	20	0.97018,0.02959,0.00014,0.00010	0.00100,0.00100,0.00100,0.00100
serLC_123	40	0.97068,0.02911,0.00011,0.00010	0.00100,0.00100,0.00100,0.00100
serLH_123	0	0.97008,0.02968,0.00015,0.00009	0.00100,0.00100,0.00100,0.00100
serLH_123	5	0.97019,0.02955,0.00017,0.00009	0.00100,0.00100,0.00100,0.00100
serLH_123	10	0.97022,0.02959,0.00009,0.00011	0.00100,0.00100,0.00100,0.00100
serLH_123	20	0.97032,0.02946,0.00014,0.00008	0.00100,0.00100,0.00100,0.00100
serLH_123	40	0.97015,0.02957,0.00017,0.00012	0.00100,0.00100,0.00100,0.00100
xu5pDH_12345	0	0.94912,0.05012,0.00037,0.00014,0.00013,0.00011	0.00100,0.00100,0.00100,0.00100,0.00100,0.00100
xu5pDH_12345	5	0.81627,0.16743,0.01532,0.00081,0.00009,0.00009	0.06949,0.04492,0.02136,0.00360,0.00100,0.00100
xu5pDH_12345	10	0.60289,0.31930,0.06967,0.00752,0.00050,0.00012	0.08551,0.02783,0.04284,0.01600,0.00254,0.00100
xu5pDH_12345	20	0.32090,0.41083,0.20940,0.05177,0.00673,0.00038	0.06071,0.02508,0.03630,0.03393,0.01120,0.00133
xu5pDH_12345	40	0.13035,0.32635,0.33153,0.16581,0.04131,0.00465	0.02682,0.03188,0.00979,0.03003,0.01809,0.00354
